"District","year","month","מקלט","חירום","בתי חולים","אזעקה","מרחב מוגן","פיקוד העורף","צבע אדום","התקף חרדה","מד""א","שלום","מלחמה","בחירות","טרור","הפסקת אש","נתניהו","חמאס","ליכוד","ממשלה","סיפוח","ריבונות","התנחלויות","מדינה פלסטינית","alert"
"Center District",2014,1,20,19,69,5,0,0,0,0,0,71,32,2,32,0,16,0,0,25,0,0,100,0,0
"Center District",2014,2,26,20,0,11,0,2,0,0,0,65,44,1,0,0,12,0,0,17,0,0,0,0,0
"Center District",2014,3,0,22,79,9,0,1,0,0,0,72,47,2,0,0,15,0,0,0,0,0,0,0,0
"Center District",2014,4,0,17,0,5,0,0,0,0,0,62,58,0,0,0,10,0,0,15,0,0,0,0,0
"Center District",2014,5,30,15,0,5,0,1,0,0,0,72,50,1,0,0,18,0,0,24,0,0,0,0,0
"Center District",2014,6,30,20,0,0,0,0,0,0,0,65,49,1,0,0,5,5,0,20,0,0,0,0,0
"Center District",2014,7,55,29,0,100,100,100,100,0,0,73,100,2,100,69,22,100,0,15,0,0,0,0,0.547222155211927
"Center District",2014,8,23,16,0,26,44,19,39,0,0,60,68,1,47,33,16,41,0,23,0,0,0,0,0.768306274576026
"Center District",2014,9,28,23,0,12,0,2,6,0,0,75,33,1,45,18,10,8,0,15,0,0,0,0,0.0454104648638217
"Center District",2014,10,0,28,0,7,0,2,3,0,11,67,35,2,39,0,9,5,0,19,0,0,0,0,0
"Center District",2014,11,0,24,0,5,0,2,0,0,0,63,41,4,0,0,12,0,0,33,0,0,0,0,0
"Center District",2014,12,0,18,80,5,0,0,0,0,0,68,28,12,0,0,20,5,36,16,0,0,0,0,0
"Center District",2015,1,32,21,81,4,0,1,0,0,10,75,37,17,43,0,22,0,33,19,0,0,0,0,0
"Center District",2015,2,0,21,0,6,0,0,0,0,0,66,37,24,0,0,48,0,31,24,0,0,0,0,0
"Center District",2015,3,0,13,0,6,0,0,0,0,0,72,41,61,0,0,67,4,56,51,0,0,0,0,0.257291440749088
"Center District",2015,4,24,20,0,8,0,0,0,0,0,72,37,3,0,0,18,0,0,19,0,0,0,0,0
"Center District",2015,5,27,14,0,10,0,5,3,0,0,74,33,3,0,0,20,3,0,28,0,0,0,0,0.000975963941196994
"Center District",2015,6,25,20,0,9,0,4,3,0,0,64,33,3,0,0,9,5,0,16,0,0,0,0,0
"Center District",2015,7,35,16,0,8,0,1,0,0,0,64,44,1,0,0,12,4,0,18,0,0,0,0,0
"Center District",2015,8,0,15,58,6,0,1,0,0,9,70,24,1,0,0,9,4,0,11,0,0,0,0,0
"Center District",2015,9,0,26,0,5,0,1,4,0,0,78,29,1,0,0,14,0,0,21,0,0,0,0,0.000975963941196994
"Center District",2015,10,22,24,0,8,0,1,5,0,9,69,32,3,74,0,22,10,0,20,0,0,0,0,0
"Center District",2015,11,0,17,0,7,0,1,0,0,11,62,25,2,81,0,14,3,12,15,0,75,0,0,0
"Center District",2015,12,18,17,61,6,0,1,3,0,7,77,33,1,56,0,17,0,0,26,0,0,0,0,0
"Center District",2016,1,23,19,48,4,0,1,1,58,10,70,27,2,41,0,15,3,6,17,0,0,0,0,0
"Center District",2016,2,21,20,52,9,0,1,3,0,5,78,33,2,34,0,14,3,0,18,0,0,0,0,0
"Center District",2016,3,15,19,57,7,0,1,2,47,8,73,35,2,45,0,14,4,0,15,0,0,0,0,0
"Center District",2016,4,27,23,32,4,0,1,2,45,4,70,32,1,23,0,9,4,0,16,0,0,0,0,0
"Center District",2016,5,14,20,51,4,0,1,2,49,3,82,36,2,28,0,21,3,7,28,0,0,0,0,0
"Center District",2016,6,14,25,75,6,0,1,1,46,4,74,24,2,38,0,15,3,9,16,0,0,0,0,0.00165687464520268
"Center District",2016,7,16,22,64,6,0,1,2,36,7,73,23,1,34,0,22,2,0,17,0,0,0,0,0
"Center District",2016,8,15,20,62,5,0,0,1,52,6,64,46,1,33,0,11,2,0,13,0,0,0,0,0
"Center District",2016,9,20,21,41,11,0,4,1,46,9,90,51,2,20,0,21,3,7,23,0,0,0,0,0.896087652822456
"Center District",2016,10,13,25,57,6,0,0,0,57,6,73,44,3,26,0,14,2,7,14,0,0,0,0,0
"Center District",2016,11,13,23,40,6,0,1,1,34,6,74,26,8,27,0,24,1,6,26,0,39,0,0,0
"Center District",2016,12,12,21,50,6,0,1,1,39,3,66,27,2,22,0,26,1,6,22,0,0,50,0,0.123421007693621
"Center District",2017,1,12,23,73,7,0,1,2,46,7,71,26,2,23,0,30,3,10,31,0,0,0,0,0
"Center District",2017,2,14,22,61,8,0,1,2,55,7,69,22,1,21,0,26,4,6,19,0,0,0,0,0.196899406601675
"Center District",2017,3,16,25,58,4,0,0,2,44,6,65,26,2,23,0,18,3,0,17,0,100,0,0,0.04156051943066
"Center District",2017,4,17,27,61,4,0,0,2,58,5,63,30,3,24,0,15,2,0,19,0,0,0,0,0
"Center District",2017,5,13,24,61,5,0,1,1,32,5,72,23,5,23,0,21,3,6,20,0,0,0,0,0
"Center District",2017,6,14,25,67,4,0,1,1,0,6,68,25,3,23,0,13,2,7,16,0,0,0,0,0
"Center District",2017,7,13,24,60,5,0,1,2,51,8,63,28,2,19,0,20,3,6,15,0,0,0,0,0
"Center District",2017,8,14,22,58,9,0,1,2,31,6,70,22,1,21,0,31,2,9,18,0,0,0,0,0.310466800343897
"Center District",2017,9,14,31,59,5,0,1,1,0,7,72,23,2,18,0,36,1,0,16,0,0,0,0,0
"Center District",2017,10,13,26,48,5,0,1,2,76,8,78,25,2,38,0,24,3,0,24,0,0,0,0,0
"Center District",2017,11,13,20,60,17,0,1,4,52,9,72,22,2,19,0,26,2,5,25,0,28,0,0,0
"Center District",2017,12,14,24,52,5,0,1,4,32,8,72,24,2,19,0,23,3,9,20,0,30,0,0,0
"Center District",2018,1,27,26,66,7,0,1,2,48,10,71,18,2,21,0,89,2,6,23,0,0,0,0,0
"Center District",2018,2,15,26,48,5,0,1,3,34,5,70,23,2,21,0,52,3,7,33,0,0,0,0,0.0448113585139936
"Center District",2018,3,23,23,54,9,0,3,3,30,5,63,24,4,22,0,37,2,10,21,0,0,0,0,0
"Center District",2018,4,22,23,49,7,0,1,1,39,5,77,37,2,22,0,32,3,5,30,0,0,0,0,0
"Center District",2018,5,19,22,44,6,0,3,5,48,5,71,34,3,35,0,26,4,0,21,0,0,0,0,0
"Center District",2018,6,15,22,62,5,0,1,3,53,3,71,18,3,34,0,27,3,8,16,0,0,0,0,0
"Center District",2018,7,12,24,50,7,0,3,6,34,4,63,20,4,26,0,23,5,6,16,0,0,0,0,0
"Center District",2018,8,13,23,62,5,0,2,4,38,6,70,19,7,33,4,23,5,6,20,0,0,0,0,0
"Center District",2018,9,19,31,46,3,0,1,3,47,3,70,21,9,23,0,28,3,10,18,0,0,0,0,0
"Center District",2018,10,15,24,31,5,0,1,3,47,4,78,20,95,28,0,45,5,16,21,0,25,0,0,0.0821429651463753
"Center District",2018,11,21,24,52,6,0,7,7,41,4,77,26,30,11,9,35,15,10,26,0,42,0,0,0.000230809871369081
"Center District",2018,12,98,24,59,6,0,1,4,41,4,74,20,6,34,0,43,4,13,25,0,26,0,100,0.2670772621591
"Center District",2019,1,100,23,83,4,0,1,2,41,2,79,23,12,33,0,43,4,34,29,0,0,0,0,0
"Center District",2019,2,90,22,46,4,0,1,2,65,3,72,21,20,22,0,52,2,100,33,0,0,0,0,0
"Center District",2019,3,43,24,65,31,9,9,14,53,5,74,21,34,24,7,87,7,30,35,9,0,0,0,0.22996390491318
"Center District",2019,4,18,27,56,4,0,1,2,36,0,63,20,100,29,0,90,2,65,77,12,0,0,0,0
"Center District",2019,5,26,25,55,21,0,23,18,27,3,75,43,8,31,22,43,9,9,43,0,0,0,0,0.184758502101977
"Center District",2019,6,18,26,46,5,0,2,2,58,0,71,23,10,21,0,41,4,7,30,0,0,0,0,0
"Center District",2019,7,15,32,63,4,0,1,3,61,4,70,18,11,19,0,35,4,8,18,9,0,0,0,0
"Center District",2019,8,22,26,59,5,0,1,3,45,2,74,18,17,24,0,51,5,18,19,0,0,0,0,0
"Center District",2019,9,14,26,54,6,9,1,3,51,5,82,25,100,26,0,100,4,49,83,14,61,0,0,0
"Center District",2019,10,20,32,30,4,0,1,3,66,3,75,22,5,21,0,59,2,12,42,0,0,0,0,0
"Center District",2019,11,28,31,61,23,18,38,25,75,3,78,30,6,39,16,69,7,12,44,0,27,21,0,0.288818390748328
"Center District",2019,12,16,24,65,4,0,1,3,67,3,70,19,11,19,0,51,4,36,33,0,95,0,0,0
"Center District",2020,1,16,28,60,4,0,1,3,65,2,75,21,12,19,0,45,4,10,23,25,70,0,0,0
"Center District",2020,2,19,26,75,5,0,2,6,58,0,77,19,27,22,0,55,4,24,27,9,26,20,0,0
"Center District",2020,3,19,100,100,2,0,3,3,54,6,62,23,53,27,0,80,2,26,83,5,26,0,0,0
"Center District",2020,4,19,45,95,4,0,4,2,69,3,72,36,4,18,0,56,2,8,48,15,34,0,0,0
"Center District",2020,5,18,33,61,3,0,2,2,67,2,69,25,2,24,0,63,2,10,50,22,28,0,0,0
"Center District",2020,6,30,29,60,5,0,1,2,57,3,70,20,2,18,0,34,2,9,27,100,61,0,0,0
"Center District",2020,7,14,29,82,4,7,2,3,74,5,69,19,2,18,0,58,3,11,47,26,30,0,0,0
"Center District",2020,8,17,24,51,4,0,1,3,68,3,100,17,4,16,0,53,4,10,32,18,36,0,0,0
"Center District",2020,9,18,42,83,4,0,9,2,78,5,94,22,3,22,0,48,3,8,32,5,19,0,0,0
"Center District",2020,10,20,27,60,3,0,5,2,68,3,82,31,5,26,0,58,3,16,38,6,42,0,0,0
"Center District",2020,11,17,29,55,5,0,5,4,65,2,68,26,25,22,0,41,2,10,27,6,35,0,0,0.000320551710369267
"Center District",2020,12,18,30,70,3,0,18,4,44,6,65,23,7,18,0,41,2,13,29,0,0,0,0,0
"Center District",2021,1,15,27,97,4,0,20,2,72,4,69,31,11,14,0,42,2,13,27,5,32,0,0,0
"Center District",2021,2,13,27,73,4,0,19,4,100,3,67,20,18,15,0,49,2,14,42,0,0,0,0,0
"Center District",2021,3,25,22,67,3,0,13,2,65,5,94,21,75,20,0,75,2,31,56,8,0,0,0,0
"Center District",2021,4,13,27,72,6,0,5,3,66,3,76,28,6,24,0,50,3,11,68,9,31,0,0,0
"Center District",2021,5,69,40,68,50,82,85,71,82,2,86,59,5,60,100,46,48,8,58,0,18,0,0,0.91608000284238
"Center District",2021,6,27,25,55,6,0,4,2,67,2,65,32,3,23,0,68,12,16,100,0,0,0,0,0
"Center District",2021,7,17,25,63,4,0,15,2,59,7,66,19,2,10,0,35,5,8,26,0,0,23,0,0
"Center District",2021,8,19,27,94,7,0,31,3,65,24,68,18,1,16,0,29,6,7,25,0,0,0,0,0.04305824848491
"Center District",2021,9,18,29,42,4,0,31,4,74,30,72,21,1,20,0,22,6,4,18,0,0,0,0,0
"Center District",2021,10,15,28,59,4,0,12,3,73,18,80,20,2,16,0,33,4,9,28,0,30,0,0,0
"Center District",2021,11,11,25,70,10,0,10,3,56,20,63,22,2,17,0,30,4,6,22,0,34,0,0,0.203532164573795
"Center District",2021,12,18,27,48,6,0,19,3,51,30,70,21,1,18,0,28,4,0,22,0,0,0,0,0
"Center District",2022,1,18,28,57,4,0,29,2,70,100,72,27,1,14,0,41,4,8,26,0,23,0,0,0
"Center District",2022,2,17,26,65,4,0,8,4,61,19,84,70,1,17,0,25,4,7,29,9,18,0,0,0
"Center District",2022,3,21,27,64,4,0,5,2,69,12,71,53,1,49,0,24,3,4,26,5,21,0,0,0
"Center District",2022,4,18,26,58,6,0,4,4,73,9,67,38,3,42,0,29,7,9,33,0,0,0,0,0
"Center District",2022,5,20,30,60,7,0,3,3,69,6,73,33,4,43,0,32,11,9,29,0,20,0,0,0
"Center District",2022,6,27,29,55,4,0,4,4,81,10,72,26,4,21,0,32,4,13,38,0,0,0,0,0
"Center District",2022,7,15,28,69,6,0,4,1,78,8,77,24,5,18,0,36,3,31,35,4,0,0,0,0
"Center District",2022,8,24,27,67,16,17,18,23,70,3,82,29,8,27,48,23,8,63,20,0,0,0,0,0.29353395635321
"Center District",2022,9,16,29,68,5,0,2,2,74,4,80,29,12,28,0,26,2,21,23,8,0,0,0,0
"Center District",2022,10,18,30,49,3,0,1,2,74,2,77,28,31,41,0,49,3,37,40,5,20,0,0,0
"Center District",2022,11,21,25,51,3,0,2,2,65,1,77,20,48,30,0,49,2,37,58,0,33,0,0,0
"Center District",2022,12,13,28,51,4,0,2,2,54,2,67,20,3,25,0,34,2,16,48,4,26,0,0,0
"Haifa District",2014,1,0,17,65,8,0,0,0,0,0,51,37,2,0,0,14,0,0,22,0,0,0,NA,0
"Haifa District",2014,2,0,18,0,0,0,0,0,0,0,64,62,0,0,0,11,0,0,26,0,0,0,NA,0
"Haifa District",2014,3,0,13,0,0,0,0,0,0,0,72,64,2,0,0,19,0,0,21,0,0,0,NA,0
"Haifa District",2014,4,0,20,0,0,0,0,0,0,0,63,78,0,0,0,14,0,0,24,0,0,0,NA,0
"Haifa District",2014,5,0,11,0,0,0,0,0,0,0,67,49,2,0,0,16,0,0,23,0,0,0,NA,0
"Haifa District",2014,6,0,19,0,10,0,0,0,0,0,72,37,2,0,0,10,9,0,0,0,0,0,NA,0
"Haifa District",2014,7,36,24,0,100,0,100,100,0,0,69,100,0,76,75,16,100,0,0,0,0,0,NA,0.230806699000953
"Haifa District",2014,8,0,18,0,22,0,19,31,0,0,65,50,0,100,0,15,30,0,0,0,0,0,NA,0.109936575052854
"Haifa District",2014,9,0,20,100,12,0,4,0,0,0,69,44,0,71,0,12,0,0,0,0,0,0,NA,0
"Haifa District",2014,10,0,18,0,16,0,6,0,0,0,68,39,2,0,0,14,0,0,23,0,0,0,NA,0.00493305144467935
"Haifa District",2014,11,0,18,0,0,0,6,0,0,0,66,34,2,0,87,12,0,0,21,0,0,0,NA,0
"Haifa District",2014,12,0,14,0,0,0,0,0,0,0,75,34,13,0,0,23,6,0,22,0,0,0,NA,0
"Haifa District",2015,1,0,14,0,0,0,0,0,0,0,58,34,15,0,0,21,0,50,26,0,0,0,NA,0
"Haifa District",2015,2,0,0,0,0,0,0,0,0,0,61,37,19,0,0,42,0,0,41,0,0,0,NA,0
"Haifa District",2015,3,0,13,0,0,0,4,0,0,0,67,36,55,0,0,82,0,70,42,0,0,0,NA,0
"Haifa District",2015,4,0,12,0,14,0,0,0,0,0,75,49,3,0,0,15,0,0,0,0,0,0,NA,0
"Haifa District",2015,5,0,12,0,0,0,9,0,0,0,68,33,4,0,0,25,0,0,26,0,0,0,NA,0
"Haifa District",2015,6,0,17,72,11,0,0,0,0,0,61,31,2,0,0,9,0,0,0,0,0,0,NA,0
"Haifa District",2015,7,0,17,0,0,0,4,15,0,0,72,37,0,0,0,6,0,0,0,0,0,0,NA,0
"Haifa District",2015,8,0,18,0,0,0,0,0,0,0,66,17,1,0,0,16,0,0,0,0,0,0,NA,0
"Haifa District",2015,9,0,15,0,0,0,0,0,0,0,67,33,0,0,0,15,0,0,0,0,0,0,NA,0
"Haifa District",2015,10,0,23,0,0,0,3,0,0,0,77,32,2,79,0,25,5,0,28,0,0,0,NA,0
"Haifa District",2015,11,0,18,0,0,0,3,0,0,0,60,30,2,0,0,12,0,0,22,0,0,0,NA,0
"Haifa District",2015,12,0,24,0,0,0,4,0,0,0,73,18,1,0,0,23,0,0,0,0,0,0,NA,0
"Haifa District",2016,1,18,12,39,5,0,3,8,0,0,57,26,1,29,0,18,4,0,18,0,0,0,NA,0
"Haifa District",2016,2,0,15,0,8,0,3,0,0,0,66,44,2,33,0,16,0,0,15,0,0,0,NA,0
"Haifa District",2016,3,0,12,0,6,0,0,0,0,0,68,30,1,29,0,18,0,0,19,0,0,0,NA,0
"Haifa District",2016,4,26,17,0,0,0,0,0,0,0,71,27,2,0,0,12,4,0,13,0,0,0,NA,0
"Haifa District",2016,5,0,20,37,8,0,0,0,0,0,63,37,2,0,0,25,0,0,14,0,0,0,NA,0
"Haifa District",2016,6,19,18,82,10,0,2,0,0,0,58,29,3,46,0,20,0,0,13,0,100,0,NA,0.363417775005533
"Haifa District",2016,7,0,19,0,7,0,3,0,0,0,67,25,1,44,0,22,0,0,14,0,0,0,NA,0
"Haifa District",2016,8,0,22,0,0,0,2,0,0,0,58,47,1,0,0,14,0,0,0,0,0,0,NA,0
"Haifa District",2016,9,0,23,0,11,0,8,0,0,8,76,52,3,0,0,30,0,0,16,0,0,0,NA,0.852824000482907
"Haifa District",2016,10,20,24,0,0,0,0,0,0,0,68,46,3,0,0,19,0,0,15,0,0,0,NA,0
"Haifa District",2016,11,0,26,55,7,0,4,0,0,0,68,33,8,31,0,28,0,0,20,0,0,0,NA,0
"Haifa District",2016,12,0,21,44,0,0,2,0,0,9,68,21,2,42,0,25,0,0,21,0,0,0,NA,0.00500010060564599
"Haifa District",2017,1,0,16,43,5,0,2,7,0,9,66,26,2,0,0,38,3,0,26,0,0,0,NA,0
"Haifa District",2017,2,0,20,47,10,0,0,0,0,0,63,29,1,37,0,29,0,0,12,0,0,0,NA,0.0188961979272204
"Haifa District",2017,3,0,21,43,7,0,0,0,0,0,67,35,1,0,0,21,5,0,11,0,0,0,NA,0
"Haifa District",2017,4,0,20,36,9,0,0,6,0,8,59,32,3,30,0,16,0,0,16,0,0,0,NA,0
"Haifa District",2017,5,0,22,39,6,0,0,0,0,8,61,32,6,0,0,22,0,0,16,28,0,0,NA,0
"Haifa District",2017,6,0,23,0,0,0,0,0,0,0,73,27,2,0,0,19,0,0,12,0,0,0,NA,0
"Haifa District",2017,7,0,25,0,5,0,0,6,0,0,60,27,2,0,0,21,3,0,21,0,0,0,NA,0
"Haifa District",2017,8,0,22,34,8,0,2,0,0,0,65,20,1,0,0,35,0,0,0,0,0,0,NA,0
"Haifa District",2017,9,0,24,51,0,0,2,0,0,0,73,16,1,0,0,30,0,0,16,0,0,0,NA,0
"Haifa District",2017,10,0,27,44,9,0,2,0,0,0,70,28,2,37,0,26,0,0,12,26,0,0,NA,0.323436642828548
"Haifa District",2017,11,0,19,35,9,0,3,5,0,0,67,23,2,26,0,27,0,0,16,0,0,0,NA,0.0050677829561573
"Haifa District",2017,12,0,21,0,4,0,3,7,0,9,70,28,1,0,0,21,3,0,19,0,0,0,NA,0
"Haifa District",2018,1,21,22,53,4,0,2,4,0,0,63,25,2,0,0,87,0,0,23,0,0,0,NA,0
"Haifa District",2018,2,18,21,0,10,0,5,5,0,0,71,30,2,0,0,65,0,0,28,0,0,0,NA,0
"Haifa District",2018,3,18,26,28,10,0,7,0,0,7,66,24,3,0,0,42,3,17,20,0,0,100,NA,0
"Haifa District",2018,4,28,24,29,9,0,2,0,0,0,68,51,3,22,0,37,0,0,18,0,0,0,NA,0
"Haifa District",2018,5,21,21,50,11,0,8,8,0,0,62,58,3,24,0,30,5,0,10,0,0,0,NA,0
"Haifa District",2018,6,18,21,0,7,0,2,8,72,0,68,19,3,0,0,32,3,0,14,0,0,0,NA,0
"Haifa District",2018,7,0,23,30,7,0,5,8,0,0,66,23,3,24,0,25,4,0,22,0,0,0,NA,0
"Haifa District",2018,8,15,26,52,5,0,4,7,49,9,83,15,7,0,0,28,4,0,17,0,0,0,NA,0
"Haifa District",2018,9,23,32,32,6,0,0,10,100,0,70,23,10,0,0,30,4,0,23,0,0,0,NA,0.413766764176636
"Haifa District",2018,10,12,25,29,6,0,3,4,0,5,68,27,90,0,0,47,6,18,23,0,0,0,NA,0.411081195975627
"Haifa District",2018,11,0,23,0,9,0,7,11,0,0,74,31,24,0,0,35,14,18,21,0,0,0,NA,0.275288696155183
"Haifa District",2018,12,91,26,65,4,0,2,8,0,0,69,27,5,44,0,46,4,0,21,0,0,0,NA,0
"Haifa District",2019,1,100,25,41,6,0,2,6,0,0,71,33,11,27,0,42,3,29,28,0,0,0,NA,0
"Haifa District",2019,2,76,24,50,0,0,2,0,0,0,72,23,20,28,0,48,0,100,23,0,0,0,NA,0
"Haifa District",2019,3,26,19,32,12,0,9,11,0,6,65,19,33,0,0,78,6,37,28,0,0,0,NA,0.0150811446670651
"Haifa District",2019,4,0,24,44,5,0,2,0,0,0,62,21,100,31,0,86,3,84,61,19,0,0,NA,0
"Haifa District",2019,5,19,24,36,14,0,14,14,0,0,68,40,7,25,24,47,6,0,36,0,0,0,NA,0
"Haifa District",2019,6,22,27,30,7,0,5,4,43,0,67,23,10,20,0,39,3,16,25,0,0,0,NA,0
"Haifa District",2019,7,0,28,28,9,0,2,4,48,0,68,23,11,19,0,34,5,0,19,0,0,0,NA,0.390171083337457
"Haifa District",2019,8,14,20,43,6,0,2,7,0,0,69,21,18,0,0,48,4,23,21,0,0,71,NA,0
"Haifa District",2019,9,0,27,41,7,0,2,5,57,0,72,27,99,24,0,100,2,66,72,0,0,0,NA,0
"Haifa District",2019,10,17,29,46,4,0,2,9,0,0,64,28,5,25,0,54,2,14,33,0,0,0,NA,0
"Haifa District",2019,11,17,30,35,17,0,21,19,47,0,76,32,6,20,0,65,7,20,42,0,0,0,NA,0
"Haifa District",2019,12,0,26,44,4,0,0,0,38,0,62,20,11,0,0,47,4,40,26,0,84,0,NA,0
"Haifa District",2020,1,0,27,42,0,0,2,4,0,0,70,27,12,0,0,37,3,0,17,19,0,0,NA,0
"Haifa District",2020,2,19,27,37,0,0,3,6,50,0,69,24,29,23,0,50,4,27,19,0,0,0,NA,0
"Haifa District",2020,3,9,100,66,3,0,6,6,0,5,60,34,57,19,0,68,2,38,66,0,0,0,NA,0
"Haifa District",2020,4,13,46,44,5,0,8,4,37,0,68,41,3,25,0,51,2,0,46,0,0,0,NA,0
"Haifa District",2020,5,0,37,46,4,0,4,3,36,0,63,30,2,19,0,58,0,22,48,0,0,0,NA,0
"Haifa District",2020,6,23,32,29,4,0,2,3,41,0,69,27,2,15,0,29,2,0,23,100,52,0,NA,0
"Haifa District",2020,7,9,30,55,4,0,4,0,0,4,62,26,2,23,0,57,3,12,46,30,0,0,NA,0
"Haifa District",2020,8,12,23,40,6,0,2,7,36,0,100,21,4,0,0,49,3,12,27,19,0,0,NA,0
"Haifa District",2020,9,13,35,59,3,0,18,6,33,0,75,28,3,20,32,45,2,0,25,0,0,0,NA,0
"Haifa District",2020,10,17,29,43,4,0,12,3,51,0,72,23,5,0,0,48,2,19,37,0,0,0,NA,0
"Haifa District",2020,11,16,24,43,5,0,12,6,63,0,63,34,28,19,0,37,3,0,24,0,0,0,NA,0
"Haifa District",2020,12,18,34,38,5,0,59,6,42,0,65,31,5,0,0,35,0,13,24,0,0,0,NA,0
"Haifa District",2021,1,21,27,48,4,0,46,0,0,0,56,29,11,18,0,37,2,17,24,0,0,0,NA,0
"Haifa District",2021,2,17,26,43,4,0,46,7,43,0,60,22,20,0,0,45,0,15,41,0,0,0,NA,0
"Haifa District",2021,3,15,23,42,5,0,35,5,36,0,96,20,71,0,0,64,2,47,47,0,0,0,NA,0
"Haifa District",2021,4,18,24,30,6,0,15,5,39,0,70,26,6,0,0,46,3,0,61,0,0,0,NA,0
"Haifa District",2021,5,39,32,50,45,100,85,66,49,0,76,67,4,51,100,40,41,15,46,0,0,0,NA,0.142980617043239
"Haifa District",2021,6,17,22,46,6,0,9,5,0,0,61,39,3,18,0,64,6,22,100,0,0,0,NA,0
"Haifa District",2021,7,11,23,63,6,0,33,6,0,0,75,20,1,0,0,35,3,0,28,0,0,0,NA,0
"Haifa District",2021,8,10,27,43,8,0,85,5,36,23,65,22,1,0,0,28,3,0,20,0,0,0,NA,0
"Haifa District",2021,9,17,40,33,4,0,97,5,52,25,69,25,1,0,0,24,3,0,11,0,0,0,NA,0
"Haifa District",2021,10,10,23,44,4,0,35,4,0,20,67,20,2,19,0,29,2,15,24,0,0,0,NA,0
"Haifa District",2021,11,17,22,51,9,0,25,5,0,20,60,25,2,0,0,27,3,0,22,0,0,0,NA,0.223368734946668
"Haifa District",2021,12,15,31,32,19,0,42,4,52,19,54,21,1,17,0,26,2,0,20,0,0,0,NA,0
"Haifa District",2022,1,15,29,45,5,0,94,4,55,100,67,23,2,25,0,38,2,0,25,0,0,0,NA,0
"Haifa District",2022,2,17,27,33,14,0,31,12,57,25,72,78,1,17,0,27,0,12,27,0,0,0,NA,0.0523227034957613
"Haifa District",2022,3,16,24,45,4,0,16,6,32,15,69,62,1,34,0,24,3,0,24,0,0,0,NA,0
"Haifa District",2022,4,13,28,45,7,0,10,6,46,8,60,45,2,30,0,26,3,0,29,0,0,0,NA,0
"Haifa District",2022,5,21,29,37,10,0,6,5,59,5,69,35,4,35,0,29,5,8,26,0,0,0,NA,0
"Haifa District",2022,6,23,29,34,4,0,11,8,42,10,67,23,4,24,0,29,2,18,32,0,0,0,NA,0
"Haifa District",2022,7,13,28,38,8,0,11,5,40,11,62,26,5,20,0,30,3,30,23,0,0,0,NA,0
"Haifa District",2022,8,15,26,28,11,0,16,20,62,4,78,28,9,19,39,23,5,67,18,0,0,0,NA,0
"Haifa District",2022,9,13,29,29,5,0,3,0,53,0,67,31,12,17,0,22,2,23,22,0,0,0,NA,0
"Haifa District",2022,10,16,26,55,4,0,4,5,35,0,72,28,30,31,0,41,3,37,28,0,0,0,NA,0
"Haifa District",2022,11,17,26,37,8,0,5,5,46,0,71,26,46,21,0,44,2,47,55,0,38,44,NA,0
"Haifa District",2022,12,21,30,40,4,0,2,4,50,4,54,24,3,21,0,32,2,16,35,0,0,0,NA,0
"Jerusalem District",2014,1,0,20,0,10,0,0,0,0,37,64,39,2,0,0,24,0,0,0,0,0,NA,0,0
"Jerusalem District",2014,2,0,21,0,18,0,4,0,0,0,55,28,2,0,0,13,0,0,0,0,0,NA,0,0
"Jerusalem District",2014,3,0,0,0,0,0,3,0,0,0,57,47,4,0,0,16,0,0,0,0,0,NA,0,0
"Jerusalem District",2014,4,0,0,0,0,0,0,0,0,0,54,46,2,0,0,15,0,0,0,0,0,NA,0,0
"Jerusalem District",2014,5,0,17,0,0,0,5,0,0,0,59,36,2,0,0,11,0,0,26,0,0,NA,0,0
"Jerusalem District",2014,6,0,19,0,0,0,0,0,0,0,45,24,2,54,0,8,12,0,27,0,0,NA,0,0
"Jerusalem District",2014,7,0,28,0,100,100,100,100,0,0,69,84,0,100,80,16,100,0,23,0,0,NA,0,0.954159494013655
"Jerusalem District",2014,8,0,16,0,15,0,19,40,0,0,59,67,0,0,0,14,47,0,0,0,0,NA,0,0.160993017543181
"Jerusalem District",2014,9,0,32,0,0,0,0,0,0,0,52,28,0,0,0,12,11,0,0,0,0,NA,0,0
"Jerusalem District",2014,10,0,16,0,0,0,0,0,0,0,66,33,2,0,0,10,0,0,23,0,0,NA,0,0
"Jerusalem District",2014,11,0,22,0,0,0,0,0,0,0,42,24,3,0,0,16,0,0,28,0,0,NA,0,0
"Jerusalem District",2014,12,0,18,0,0,0,0,0,0,0,46,20,17,0,0,20,0,0,21,0,0,NA,0,0
"Jerusalem District",2015,1,0,30,0,0,0,0,0,0,0,59,31,19,0,0,25,10,62,37,0,0,NA,0,0
"Jerusalem District",2015,2,0,0,0,0,0,0,0,0,0,53,34,23,0,0,56,0,41,30,0,0,NA,0,0
"Jerusalem District",2015,3,0,18,0,0,0,0,0,0,0,59,17,62,0,0,70,0,61,32,0,0,NA,0,0
"Jerusalem District",2015,4,0,15,0,13,0,5,0,0,0,58,46,4,0,0,15,0,0,0,0,0,NA,0,0
"Jerusalem District",2015,5,0,0,0,0,0,4,0,0,0,61,35,2,0,0,22,0,0,36,0,0,NA,0,0
"Jerusalem District",2015,6,0,28,0,13,0,4,0,0,33,49,20,2,0,0,12,0,0,34,0,0,NA,0,0
