SEMEL_YISHUV,locality,loc,distance,treated,temporal_distance,number_of_red_alerts,temporal_group,year,party_percentage,party_source,post,year_election,X,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,Religion_yishuv_Code,Religion_yishuv_Txt,Pop_Total,Male_Total,Female_Total,age_0_14,age_15_19,age_20_29,age_30_64,age_65_up,Shape_Area,density,age_65_up_percentage,ntl
872,גאולי תימן,גאוליתימן,96.30581334993656,0,NA,NA,no_red_alert,2013,0.17989417989418,Party_habait_hayehudi,FALSE,2013,9904,גאולי תימן,GE'ULE TEMAN,1,יהודי,370,190,170,90,20,40,170,50,0.215552065692429,1716.52263601107,0.135135135135135,63
872,גאולי תימן,גאוליתימן,96.30581334993656,0,NA,NA,no_red_alert,2015,0.0970873786407767,Party_habait_hayehudi,TRUE,2015,9897,גאולי תימן,GE'ULE TEMAN,1,יהודי,370,190,180,90,20,40,170,60,0.215552065692429,1716.52263601107,0.162162162162162,60
874,מגדל העמק,מגדלהעמק,137.7829746721675,1,6,1,temporal_distance == 6,2006,0.0460699327943898,Party_habait_hayehudi,FALSE,2006,9933,מגדל העמק,MIGDAL HAEMEQ,1,NA,24705,NA,NA,NA,NA,NA,NA,NA,7.60220124686841,3249.71665413051,NA,57.7
874,מגדל העמק,מגדלהעמק,137.7829746721675,1,6,1,temporal_distance == 6,2009,0.0481578947368421,Party_habait_hayehudi,FALSE,2009,9929,מגדל העמק,MIGDAL HAEMEQ,1,NA,23956,NA,NA,NA,NA,NA,NA,NA,7.60220124686841,3151.19255884843,NA,58.2727272727273
874,מגדל העמק,מגדלהעמק,137.7829746721675,1,6,1,temporal_distance == 6,2013,0.0671770807606817,Party_habait_hayehudi,FALSE,2013,9932,מגדל העמק,MIGDAL HAEMEQ,1,יהודי,24810,12310,12510,6150,2150,3590,9900,3030,7.60220124686841,3263.52844318875,0.122128174123337,61.1
874,מגדל העמק,מגדלהעמק,137.7829746721675,1,6,1,temporal_distance == 6,2015,0.0407610739264496,Party_habait_hayehudi,TRUE,2015,9931,מגדל העמק,MIGDAL HAEMEQ,1,יהודי,24960,12340,12610,6090,2140,3500,9970,3250,7.60220124686841,3283.2595704148,0.130208333333333,61
877,בית חירות,ביתחירות,93.70515960366666,0,NA,NA,no_red_alert,2006,0.00279329608938547,Party_habait_hayehudi,FALSE,2006,9957,בית חירות,BET HERUT,1,NA,681,NA,NA,NA,NA,NA,NA,NA,0.360913068498649,1886.88096785431,NA,61
877,בית חירות,ביתחירות,93.70515960366666,0,NA,NA,no_red_alert,2009,0.00779220779220779,Party_habait_hayehudi,FALSE,2009,9958,בית חירות,BET HERUT,1,NA,845,NA,NA,NA,NA,NA,NA,NA,0.360913068498649,2341.28402031849,NA,57.8
877,בית חירות,ביתחירות,93.70515960366666,0,NA,NA,no_red_alert,2013,0.0202247191011236,Party_habait_hayehudi,FALSE,2013,9960,בית חירות,BET HERUT,1,יהודי,850,430,430,240,50,90,380,80,0.360913068498649,2355.13777191801,0.0941176470588235,62
877,בית חירות,ביתחירות,93.70515960366666,0,NA,NA,no_red_alert,2015,0.00884955752212389,Party_habait_hayehudi,TRUE,2015,9961,בית חירות,BET HERUT,1,יהודי,880,430,450,250,70,80,390,90,0.360913068498649,2438.26028151511,0.102272727272727,56
880,עין שריד,עיןשריד,85.97249851754445,1,227,5,temporal_distance > 149,2006,0.0250447227191413,Party_habait_hayehudi,FALSE,2006,9970,עין שריד,EN SARID,1,NA,1237,NA,NA,NA,NA,NA,NA,NA,0.308190834576884,4013.74687763924,NA,61
880,עין שריד,עיןשריד,85.97249851754445,1,227,5,temporal_distance > 149,2009,0.0202702702702703,Party_habait_hayehudi,FALSE,2009,9981,עין שריד,EN SARID,1,NA,1270,NA,NA,NA,NA,NA,NA,NA,0.308190834576884,4120.82339094732,NA,59
880,עין שריד,עיןשריד,85.97249851754445,1,227,5,temporal_distance > 149,2013,0.072753209700428,Party_habait_hayehudi,FALSE,2013,9980,עין שריד,EN SARID,1,יהודי,1500,760,730,390,130,250,650,80,0.308190834576884,4867.11424127636,0.0533333333333333,63
880,עין שריד,עיןשריד,85.97249851754445,1,227,5,temporal_distance > 149,2015,0.0411311053984576,Party_habait_hayehudi,TRUE,2015,9969,עין שריד,EN SARID,1,יהודי,1570,790,770,410,140,250,690,90,0.308190834576884,5094.24623920259,0.0573248407643312,62
889,כפר חסידים ב',כפרחסידיםב,139.69052226901442,0,NA,NA,no_red_alert,2006,0.255813953488372,Party_habait_hayehudi,FALSE,2006,10055,כפר חסידים ב',KEFAR HASIDIM BET,1,NA,193,NA,NA,NA,NA,NA,NA,NA,0.255729723766579,754.70304021508,NA,60.5
889,כפר חסידים ב',כפרחסידיםב,139.69052226901442,0,NA,NA,no_red_alert,2009,0.241758241758242,Party_habait_hayehudi,FALSE,2009,10044,כפר חסידים ב',KEFAR HASIDIM BET,1,NA,185,NA,NA,NA,NA,NA,NA,NA,0.255729723766579,723.420012641398,NA,59
889,כפר חסידים ב',כפרחסידיםב,139.69052226901442,0,NA,NA,no_red_alert,2013,0.377777777777778,Party_habait_hayehudi,FALSE,2013,10050,כפר חסידים ב',KEFAR HASIDIM BET,1,יהודי,230,120,120,60,10,30,90,40,0.255729723766579,899.38704274336,0.173913043478261,63
889,כפר חסידים ב',כפרחסידיםב,139.69052226901442,0,NA,NA,no_red_alert,2015,0.505,Party_habait_hayehudi,TRUE,2015,10042,כפר חסידים ב',KEFAR HASIDIM BET,1,יהודי,260,120,130,70,20,30,90,50,0.255729723766579,1016.69839614467,0.192307692307692,60.25
913,שבלי - אום אל-גנם,שבליאוםאלגנם,146.65367103443248,0,NA,NA,no_red_alert,2006,0.00341880341880342,Party_habait_hayehudi,FALSE,2006,10114,שבלי - אום אל-גנם,SHIBLI-UMM AL-GHANAM,2,NA,4962,NA,NA,NA,NA,NA,NA,NA,2.87517455835849,1725.80825938893,NA,48.75
913,שבלי - אום אל-גנם,שבליאוםאלגנם,146.65367103443248,0,NA,NA,no_red_alert,2009,0.00804828973843058,Party_habait_hayehudi,FALSE,2009,10104,שבלי - אום אל-גנם,SHIBLI-UMM AL-GHANAM,2,NA,4980,NA,NA,NA,NA,NA,NA,NA,2.87517455835849,1732.06874884258,NA,51.5
913,שבלי - אום אל-גנם,שבליאוםאלגנם,146.65367103443248,0,NA,NA,no_red_alert,2013,0.018582243633861,Party_habait_hayehudi,FALSE,2013,10107,שבלי - אום אל-גנם,SHIBLI-UMM AL-GHANAM,2,לא יהודי,5470,2740,2730,1980,540,750,1940,250,2.87517455835849,1902.49318396966,0.0457038391224863,57.5
913,שבלי - אום אל-גנם,שבליאוםאלגנם,146.65367103443248,0,NA,NA,no_red_alert,2015,0.0018984337921215,Party_habait_hayehudi,TRUE,2015,10113,שבלי - אום אל-גנם,SHIBLI-UMM AL-GHANAM,2,לא יהודי,5690,2860,2840,1980,590,820,2030,280,2.87517455835849,1979.01027729202,0.0492091388400703,54
921,שער מנשה,שערמנשה,106.045433405176,0,NA,NA,no_red_alert,2006,0,Party_habait_hayehudi,FALSE,2006,10166,שער מנשה,SHA'AR MENASHE,1,NA,1157,NA,NA,NA,NA,NA,NA,NA,0.558551276398722,2071.43023190243,NA,61
921,שער מנשה,שערמנשה,106.045433405176,0,NA,NA,no_red_alert,2009,0,Party_habait_hayehudi,FALSE,2009,10162,שער מנשה,SHA'AR MENASHE,1,NA,411,NA,NA,NA,NA,NA,NA,NA,0.558551276398722,735.832173994725,NA,59
921,שער מנשה,שערמנשה,106.045433405176,0,NA,NA,no_red_alert,2013,0,Party_habait_hayehudi,FALSE,2013,10172,שער מנשה,SHA'AR MENASHE,1,יהודי,340,180,160,0,0,10,240,90,0.558551276398722,608.717613523617,0.264705882352941,62
921,שער מנשה,שערמנשה,106.045433405176,0,NA,NA,no_red_alert,2015,0,Party_habait_hayehudi,TRUE,2015,10168,שער מנשה,SHA'AR MENASHE,1,יהודי,540,380,160,0,0,50,450,50,0.558551276398722,966.786797949273,0.0925925925925926,60
922,רכסים,רכסים,139.95081994397145,0,NA,NA,no_red_alert,2006,0.0373431282522192,Party_habait_hayehudi,FALSE,2006,10175,רכסים,REKHASIM,1,NA,8580,NA,NA,NA,NA,NA,NA,NA,2.82086405766892,3041.62122831621,NA,56.6666666666667
922,רכסים,רכסים,139.95081994397145,0,NA,NA,no_red_alert,2009,0.027027027027027,Party_habait_hayehudi,FALSE,2009,10185,רכסים,REKHASIM,1,NA,9237,NA,NA,NA,NA,NA,NA,NA,2.82086405766892,3274.52858810686,NA,58.2
922,רכסים,רכסים,139.95081994397145,0,NA,NA,no_red_alert,2013,0.0319001386962552,Party_habait_hayehudi,FALSE,2013,10188,רכסים,REKHASIM,1,יהודי,10090,5120,4970,4330,1040,1710,2610,400,2.82086405766892,3576.91820439517,0.0396432111000991,61
922,רכסים,רכסים,139.95081994397145,0,NA,NA,no_red_alert,2015,0.0211389128559103,Party_habait_hayehudi,TRUE,2015,10176,רכסים,REKHASIM,1,יהודי,10680,5350,5330,4670,1090,1730,2760,430,2.82086405766892,3786.07397650549,0.0402621722846442,59
942,סואעד (חמרייה),סואעדחמרייה,146.45046882493926,0,NA,NA,no_red_alert,2006,NA,Party_habait_hayehudi,FALSE,2006,10223,סואעד (חמרייה)*,SAWA'ID(HAMRIYYE),2,NA,46,NA,NA,NA,NA,NA,NA,NA,0.0100555294879102,4574.59749437421,NA,53.5
942,סואעד (חמרייה),סואעדחמרייה,146.45046882493926,0,NA,NA,no_red_alert,2009,0,Party_habait_hayehudi,FALSE,2009,10216,סואעד (חמרייה)*,SAWA'ID(HAMRIYYE),2,NA,134,NA,NA,NA,NA,NA,NA,NA,0.0100555294879102,13326.0013966553,NA,56
942,סואעד (חמרייה),סואעדחמרייה,146.45046882493926,0,NA,NA,no_red_alert,2013,0,Party_habait_hayehudi,FALSE,2013,10217,סואעד (חמרייה)*,SAWA'ID(HAMRIYYE),2,לא יהודי,140,70,70,50,20,10,40,10,0.0100555294879102,13922.6880263563,0.0714285714285714,59.25
942,סואעד (חמרייה),סואעדחמרייה,146.45046882493926,0,NA,NA,no_red_alert,2015,0.0208333333333333,Party_habait_hayehudi,TRUE,2015,10212,סואעד (חמרייה)*,SAWA'ID(HAMRIYYE),2,לא יהודי,160,80,80,50,20,20,50,20,0.0100555294879102,15911.6434586929,0.125,60.25
944,בסמת טבעון,בסמתטבעון,139.64683419933692,0,NA,NA,no_red_alert,2006,0.0191256830601093,Party_habait_hayehudi,FALSE,2006,10236,בסמת טבעון,BASMAT TAB'UN,2,NA,6332,NA,NA,NA,NA,NA,NA,NA,3.42282722020635,1849.93269967576,NA,60.2
944,בסמת טבעון,בסמתטבעון,139.64683419933692,0,NA,NA,no_red_alert,2009,0.0201612903225806,Party_habait_hayehudi,FALSE,2009,10234,בסמת טבעון,BASMAT TAB'UN,2,NA,6781,NA,NA,NA,NA,NA,NA,NA,3.42282722020635,1981.11080803874,NA,57.75
944,בסמת טבעון,בסמתטבעון,139.64683419933692,0,NA,NA,no_red_alert,2013,0.00771513353115727,Party_habait_hayehudi,FALSE,2013,10227,בסמת טבעון,BASMAT TAB'UN,2,לא יהודי,7190,3580,3620,2350,750,1140,2610,340,3.42282722020635,2100.60267066783,0.0472878998609179,62.4
944,בסמת טבעון,בסמתטבעון,139.64683419933692,0,NA,NA,no_red_alert,2015,0.00297366185216653,Party_habait_hayehudi,TRUE,2015,10239,בסמת טבעון,BASMAT TAB'UN,2,לא יהודי,7510,3730,3780,2360,800,1250,2730,360,3.42282722020635,2194.092636539,0.0479360852197071,56
975,זרזיר,זרזיר,141.4575663168932,0,NA,NA,no_red_alert,2006,0.0182410423452769,Party_habait_hayehudi,FALSE,2006,10293,זרזיר,ZARZIR,2,NA,6463,NA,NA,NA,NA,NA,NA,NA,4.03283747897984,1602.59371563738,NA,60
975,זרזיר,זרזיר,141.4575663168932,0,NA,NA,no_red_alert,2009,0.0292028413575375,Party_habait_hayehudi,FALSE,2009,10288,זרזיר,ZARZIR,2,NA,6419,NA,NA,NA,NA,NA,NA,NA,4.03283747897984,1591.68328340962,NA,58
975,זרזיר,זרזיר,141.4575663168932,0,NA,NA,no_red_alert,2013,0.0181194906953967,Party_habait_hayehudi,FALSE,2013,10297,זרזיר,ZARZIR,2,לא יהודי,7060,3590,3480,2500,770,1240,2300,250,4.03283747897984,1750.62844381865,0.0354107648725212,62.2
975,זרזיר,זרזיר,141.4575663168932,0,NA,NA,no_red_alert,2015,0.0152193375111907,Party_habait_hayehudi,TRUE,2015,10294,זרזיר,ZARZIR,2,לא יהודי,7460,3780,3680,2580,800,1340,2480,270,4.03283747897984,1849.81419134378,0.0361930294906166,57.8
978,כעביה-טבאש-חג'אג',כעביהטבאשחגאג,142.86513423789813,1,6,1,temporal_distance == 6,2006,0.0750199521149242,Party_habait_hayehudi,FALSE,2006,10308,כעביה-טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HAJAJRE,2,NA,4064,NA,NA,NA,NA,NA,NA,NA,1.5643188911477,2597.93576808265,NA,55.3333333333333
978,כעביה-טבאש-חג'אג',כעביהטבאשחגאג,142.86513423789813,1,6,1,temporal_distance == 6,2009,0.0119047619047619,Party_habait_hayehudi,FALSE,2009,10311,כעביה-טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HAJAJRE,2,NA,4370,NA,NA,NA,NA,NA,NA,NA,1.5643188911477,2793.54805770699,NA,54
978,כעביה-טבאש-חג'אג',כעביהטבאשחגאג,142.86513423789813,1,6,1,temporal_distance == 6,2013,6.2383031815346e-4,Party_habait_hayehudi,FALSE,2013,10316,כעביה-טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HAJAJRE,2,לא יהודי,4760,2420,2340,1680,510,830,1570,170,1.5643188911477,3042.85783860075,0.0357142857142857,61
978,כעביה-טבאש-חג'אג',כעביהטבאשחגאג,142.86513423789813,1,6,1,temporal_distance == 6,2015,6.997900629811e-4,Party_habait_hayehudi,TRUE,2015,10307,כעביה-טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HAJAJRE,2,לא יהודי,4980,2510,2470,1710,540,900,1640,190,1.5643188911477,3183.49412525876,0.0381526104417671,52.6666666666667
990,ראס עלי,ראסעלי,144.35354219571985,0,NA,NA,no_red_alert,2006,NA,Party_habait_hayehudi,FALSE,2006,10335,ראס עלי,RAS ALI,2,NA,523,NA,NA,NA,NA,NA,NA,NA,0.490620800652554,1065.99638520091,NA,53
990,ראס עלי,ראסעלי,144.35354219571985,0,NA,NA,no_red_alert,2009,0,Party_habait_hayehudi,FALSE,2009,10331,ראס עלי,RAS ALI,2,NA,525,NA,NA,NA,NA,NA,NA,NA,0.490620800652554,1070.07285321315,NA,53
990,ראס עלי,ראסעלי,144.35354219571985,0,NA,NA,no_red_alert,2013,0,Party_habait_hayehudi,FALSE,2013,10340,ראס עלי,RAS ALI,2,לא יהודי,540,270,260,220,70,80,160,10,0.490620800652554,1100.64636330496,0.0185185185185185,59
990,ראס עלי,ראסעלי,144.35354219571985,0,NA,NA,no_red_alert,2015,0,Party_habait_hayehudi,TRUE,2015,10330,ראס עלי,RAS ALI,2,לא יהודי,560,280,280,210,70,90,180,10,0.490620800652554,1141.41104342736,0.0178571428571429,54.75
994,מנשית זבדה,מנשיתזבדה,139.31139525304442,1,6,1,temporal_distance == 6,2006,0,Party_habait_hayehudi,FALSE,2006,10361,מנשית זבדה,MANSHIYYET ZABDA,2,NA,979,NA,NA,NA,NA,NA,NA,NA,1.22324059012108,800.33315433319,NA,58
994,מנשית זבדה,מנשיתזבדה,139.31139525304442,1,6,1,temporal_distance == 6,2009,0,Party_habait_hayehudi,FALSE,2009,10359,מנשית זבדה,MANSHIYYET ZABDA,2,NA,1031,NA,NA,NA,NA,NA,NA,NA,1.22324059012108,842.843189088375,NA,57
994,מנשית זבדה,מנשיתזבדה,139.31139525304442,1,6,1,temporal_distance == 6,2013,0,Party_habait_hayehudi,FALSE,2013,10360,מנשית זבדה,MANSHIYYET ZABDA,2,לא יהודי,1140,560,580,380,130,230,370,30,1.22324059012108,931.950761940589,0.0263157894736842,62
994,מנשית זבדה,מנשיתזבדה,139.31139525304442,1,6,1,temporal_distance == 6,2015,0,Party_habait_hayehudi,TRUE,2015,10366,מנשית זבדה,MANSHIYYET ZABDA,2,לא יהודי,1210,600,610,400,120,260,390,40,1.22324059012108,989.175808726415,0.0330578512396694,55
998,ביר אל-מכסור,ביראלמכסור,147.31941504983223,0,NA,NA,no_red_alert,2006,0.0469512195121951,Party_habait_hayehudi,FALSE,2006,10386,ביר אל-מכסור,BIR EL-MAKSUR,2,NA,7257,NA,NA,NA,NA,NA,NA,NA,4.50709828413875,1610.12685823574,NA,54
998,ביר אל-מכסור,ביראלמכסור,147.31941504983223,0,NA,NA,no_red_alert,2009,0.0369761709120789,Party_habait_hayehudi,FALSE,2009,10394,ביר אל-מכסור,BIR EL-MAKSUR,2,NA,7616,NA,NA,NA,NA,NA,NA,NA,4.50709828413875,1689.77899301686,NA,54.6
998,ביר אל-מכסור,ביראלמכסור,147.31941504983223,0,NA,NA,no_red_alert,2013,4.4503782821539e-4,Party_habait_hayehudi,FALSE,2013,10396,ביר אל-מכסור,BIR EL-MAKSUR,2,לא יהודי,8300,4210,4090,2860,850,1480,2780,320,4.50709828413875,1841.53960636029,0.0385542168674699,63
998,ביר אל-מכסור,ביראלמכסור,147.31941504983223,0,NA,NA,no_red_alert,2015,0.0101047904191617,Party_habait_hayehudi,TRUE,2015,10399,ביר אל-מכסור,BIR EL-MAKSUR,2,לא יהודי,8710,4420,4290,2920,880,1560,3010,350,4.50709828413875,1932.50722546965,0.0401836969001148,56.8571428571429
1020,אור עקיבא,אורעקיבא,106.36605012043756,1,232,4,temporal_distance > 149,2006,0.0955453149001536,Party_habait_hayehudi,FALSE,2006,10419,אור עקיבא,OR AQIVA,1,NA,15767,NA,NA,NA,NA,NA,NA,NA,4.54121728656148,3471.97656598776,NA,61
1020,אור עקיבא,אורעקיבא,106.36605012043756,1,232,4,temporal_distance > 149,2009,0.0435411543468827,Party_habait_hayehudi,FALSE,2009,10430,אור עקיבא,OR AQIVA,1,NA,16117,NA,NA,NA,NA,NA,NA,NA,4.54121728656148,3549.04841212816,NA,59
1020,אור עקיבא,אורעקיבא,106.36605012043756,1,232,4,temporal_distance > 149,2013,0.101895083768196,Party_habait_hayehudi,FALSE,2013,10428,אור עקיבא,OR AQIVA,1,יהודי,16550,8100,8460,3820,1120,2490,7110,2030,4.54121728656148,3644.39729606758,0.122658610271903,63
1020,אור עקיבא,אורעקיבא,106.36605012043756,1,232,4,temporal_distance > 149,2015,0.0509973045822102,Party_habait_hayehudi,TRUE,2015,10433,אור עקיבא,OR AQIVA,1,יהודי,17090,8310,8780,4030,1060,2430,7360,2210,4.54121728656148,3763.30814439848,0.129315389116442,62
1024,חרוצים,חרוצים,78.29834184720848,1,227,5,temporal_distance > 149,2006,0.046583850931677,Party_habait_hayehudi,FALSE,2006,10444,חרוצים,HARUZIM,1,NA,668,NA,NA,NA,NA,NA,NA,NA,0.2041639586979,3271.88013134304,NA,61
1024,חרוצים,חרוצים,78.29834184720848,1,227,5,temporal_distance > 149,2009,0.0381471389645777,Party_habait_hayehudi,FALSE,2009,10440,חרוצים,HARUZIM,1,NA,783,NA,NA,NA,NA,NA,NA,NA,0.2041639586979,3835.15290844551,NA,59
1024,חרוצים,חרוצים,78.29834184720848,1,227,5,temporal_distance > 149,2013,0.0909090909090909,Party_habait_hayehudi,FALSE,2013,10437,חרוצים,HARUZIM,1,יהודי,840,410,430,210,50,80,410,80,0.2041639586979,4114.34028492239,0.0952380952380952,63
1024,חרוצים,חרוצים,78.29834184720848,1,227,5,temporal_distance > 149,2015,0.0693512304250559,Party_habait_hayehudi,TRUE,2015,10447,חרוצים,HARUZIM,1,יהודי,890,440,450,220,50,100,410,100,0.2041639586979,4359.24149235824,0.112359550561798,58
1044,יעף,יעף,86.8511599814999,1,227,5,temporal_distance > 149,2006,NA,Party_habait_hayehudi,FALSE,2006,10501,יעף,YE'AF,1,NA,128,NA,NA,NA,NA,NA,NA,NA,0.11569481872135,1106.35896589532,NA,61
1044,יעף,יעף,86.8511599814999,1,227,5,temporal_distance > 149,2009,NA,Party_habait_hayehudi,FALSE,2009,10502,יעף,YE'AF,1,NA,147,NA,NA,NA,NA,NA,NA,NA,0.11569481872135,1270.58412489541,NA,59
1044,יעף,יעף,86.8511599814999,1,227,5,temporal_distance > 149,2013,0.0803571428571429,Party_habait_hayehudi,FALSE,2013,10507,יעף,YE'AF,1,יהודי,270,130,140,100,20,30,120,0,0.11569481872135,2333.72594368544,0,63
1044,יעף,יעף,86.8511599814999,1,227,5,temporal_distance > 149,2015,0.0161290322580645,Party_habait_hayehudi,TRUE,2015,10508,יעף,YE'AF,1,יהודי,290,140,150,110,20,30,130,10,0.11569481872135,2506.59453210659,0.0344827586206897,60.5
1057,נווה זוהר,נווהזוהר,86.54028058670674,0,NA,NA,no_red_alert,2006,0.0444444444444444,Party_habait_hayehudi,FALSE,2006,10654,נווה זוהר,NEWE ZOHAR,1,NA,78,NA,NA,NA,NA,NA,NA,NA,0.187830858939939,415.267227335319,NA,24.3333333333333
1057,נווה זוהר,נווהזוהר,86.54028058670674,0,NA,NA,no_red_alert,2009,NA,Party_habait_hayehudi,FALSE,2009,10665,נווה זוהר,NEWE ZOHAR,1,NA,91,NA,NA,NA,NA,NA,NA,NA,0.187830858939939,484.478431891205,NA,37
1057,נווה זוהר,נווהזוהר,86.54028058670674,0,NA,NA,no_red_alert,2013,0.0714285714285714,Party_habait_hayehudi,FALSE,2013,10653,נווה זוהר,NEWE ZOHAR,1,יהודי,80,40,30,10,0,10,50,0,0.187830858939939,425.915104959301,0,28
1057,נווה זוהר,נווהזוהר,86.54028058670674,0,NA,NA,no_red_alert,2015,0.025,Party_habait_hayehudi,TRUE,2015,10656,נווה זוהר,NEWE ZOHAR,1,יהודי,70,40,30,10,0,10,40,10,0.187830858939939,372.675716839389,0.142857142857143,23.3333333333333
1061,נצרת עילית,נצרתעילית,142.6241443853567,1,6,2,temporal_distance == 6,2006,0.0204784975775436,Party_habait_hayehudi,FALSE,2006,10713,נצרת עילית,NAZERAT ILLIT,4,NA,43577,NA,NA,NA,NA,NA,NA,NA,32.830025520643,1327.35199893766,NA,49.6444444444444
1061,נצרת עילית,נצרתעילית,142.6241443853567,1,6,2,temporal_distance == 6,2009,0.0251434685341893,Party_habait_hayehudi,FALSE,2009,10719,נצרת עילית,NAZERAT ILLIT,4,NA,40898,NA,NA,NA,NA,NA,NA,NA,32.830025520643,1245.74986925563,NA,49.5106382978723
1061,נצרת עילית,נצרתעילית,142.6241443853567,1,6,2,temporal_distance == 6,2013,0.0507506768397736,Party_habait_hayehudi,FALSE,2013,10715,נצרת עילית,NAZERAT ILLIT,4,מעורב,40450,19310,21160,7610,2540,5380,17780,7190,32.830025520643,1232.10382442638,0.177750309023486,52.8444444444444
1061,נצרת עילית,נצרתעילית,142.6241443853567,1,6,2,temporal_distance == 6,2015,0.0416478249072985,Party_habait_hayehudi,TRUE,2015,10721,נצרת עילית,NAZERAT ILLIT,4,מעורב,40220,19180,21030,7660,2550,5250,17310,7460,32.830025520643,1225.0980424828,0.185479860765788,53.5777777777778
1069,רם-און,רםאון,125.66097294247815,1,6,1,temporal_distance == 6,2006,0.02,Party_habait_hayehudi,FALSE,2006,10832,רם-און,RAM-ON,1,NA,633,NA,NA,NA,NA,NA,NA,NA,1.06599586099467,593.810936009969,NA,20
1069,רם-און,רםאון,125.66097294247815,1,6,1,temporal_distance == 6,2009,0.017632241813602,Party_habait_hayehudi,FALSE,2009,10826,רם-און,RAM-ON,1,NA,861,NA,NA,NA,NA,NA,NA,NA,1.06599586099467,807.69544376711406,NA,21.5
1069,רם-און,רםאון,125.66097294247815,1,6,1,temporal_distance == 6,2013,0.0437636761487965,Party_habait_hayehudi,FALSE,2013,10833,רם-און,RAM-ON,1,יהודי,940,490,440,340,70,60,350,120,1.06599586099467,881.804549525072,0.127659574468085,20
1069,רם-און,רםאון,125.66097294247815,1,6,1,temporal_distance == 6,2015,0.0241228070175439,Party_habait_hayehudi,TRUE,2015,10831,רם-און,RAM-ON,1,יהודי,1000,520,480,340,100,70,370,120,1.06599586099467,938.089946303268,0.12,26
1077,גבעת שפירא,גבעתשפירא,91.88965019680244,0,NA,NA,no_red_alert,2006,0.0283018867924528,Party_habait_hayehudi,FALSE,2006,10894,גבעת שפירא,GIV'AT SHAPPIRA,1,NA,218,NA,NA,NA,NA,NA,NA,NA,0.119946787935517,1817.4725955746,NA,61
1077,גבעת שפירא,גבעתשפירא,91.88965019680244,0,NA,NA,no_red_alert,2009,0.0172413793103448,Party_habait_hayehudi,FALSE,2009,10893,גבעת שפירא,GIV'AT SHAPPIRA,1,NA,359,NA,NA,NA,NA,NA,NA,NA,0.119946787935517,2992.99386151964,NA,59
1077,גבעת שפירא,גבעתשפירא,91.88965019680244,0,NA,NA,no_red_alert,2013,0.0340136054421769,Party_habait_hayehudi,FALSE,2013,10905,גבעת שפירא,GIV'AT SHAPPIRA,1,יהודי,380,190,190,130,30,20,160,40,0.119946787935517,3168.07149687315,0.105263157894737,63
1077,גבעת שפירא,גבעתשפירא,91.88965019680244,0,NA,NA,no_red_alert,2015,0.0173410404624277,Party_habait_hayehudi,TRUE,2015,10899,גבעת שפירא,GIV'AT SHAPPIRA,1,יהודי,430,200,230,120,50,20,170,70,0.119946787935517,3584.92300961962,0.162790697674419,62
1102,צוקי ים,צוקיים,91.64805803802643,0,NA,NA,no_red_alert,2006,0.05,Party_habait_hayehudi,FALSE,2006,11067,צוקי ים,ZUQI YAM,1,NA,250,NA,NA,NA,NA,NA,NA,NA,0.0829846484949045,3012.60539791707,NA,61
1102,צוקי ים,צוקיים,91.64805803802643,0,NA,NA,no_red_alert,2009,0.0495049504950495,Party_habait_hayehudi,FALSE,2009,11059,צוקי ים,ZUQI YAM,1,NA,214,NA,NA,NA,NA,NA,NA,NA,0.0829846484949045,2578.79022061701,NA,58
1102,צוקי ים,צוקיים,91.64805803802643,0,NA,NA,no_red_alert,2013,0.115384615384615,Party_habait_hayehudi,FALSE,2013,11070,צוקי ים,ZUQI YAM,1,יהודי,240,110,130,60,10,20,90,50,0.0829846484949045,2892.10118200039,0.208333333333333,63
1102,צוקי ים,צוקיים,91.64805803802643,0,NA,NA,no_red_alert,2015,0.0403225806451613,Party_habait_hayehudi,TRUE,2015,11058,צוקי ים,ZUQI YAM,1,יהודי,270,120,150,70,10,20,110,50,0.0829846484949045,3253.61382975044,0.185185185185185,60
1108,אומן,אומן,128.3928241732222,1,6,1,temporal_distance == 6,2006,0.037593984962406,Party_habait_hayehudi,FALSE,2006,11131,אומן,OMEN,1,NA,436,NA,NA,NA,NA,NA,NA,NA,0.174090013400421,2504.45152759662,NA,26.5
1108,אומן,אומן,128.3928241732222,1,6,1,temporal_distance == 6,2009,0.00680272108843537,Party_habait_hayehudi,FALSE,2009,11118,אומן,OMEN,1,NA,247,NA,NA,NA,NA,NA,NA,NA,0.174090013400421,1418.80625531276,NA,31
1108,אומן,אומן,128.3928241732222,1,6,1,temporal_distance == 6,2013,0.157534246575342,Party_habait_hayehudi,FALSE,2013,11129,אומן,OMEN,1,יהודי,320,160,160,90,20,40,150,20,0.174090013400421,1838.1295615388,0.0625,30.5
1108,אומן,אומן,128.3928241732222,1,6,1,temporal_distance == 6,2015,0.0621468926553672,Party_habait_hayehudi,TRUE,2015,11126,אומן,OMEN,1,יהודי,330,170,160,90,20,30,160,30,0.174090013400421,1895.57111033689,0.0909090909090909,31
