"","location","lat","long"
"1218","מצדה ",31.3108796,35.363052
"1219","מצדות יהודה ",31.3654374,35.1125124
"1220","מצובה ",33.0627275,35.1577706
"1221","מצוקי דרגות ",31.5910075,35.393344
"1222","מצליח ",31.9076465,34.8747065
"1223","מצפה ",32.790956,35.5098555
"1224","מצפה אבי""ב ",32.83559,35.199203
"1225","מצפה אילן ",32.4596405,35.067258
"1226","מצפה יריחו ",31.81845,35.397716
"1227","מצפה נטופה ",32.8025641,35.386005
"1228","מצפה רמון ",30.621129,34.81849
"1229","מצפה שלם ",31.5672355,35.4021609
"1230","מצר ",32.4400464,35.048446
"1231","מקווה ישראל ",32.0626431,34.7758849
"1232","מראח אל בקר ",31.6056675,35.081604
"1233","מראח רבאח ",31.6334225,35.186779
"1234","מרג’ נעג’ה ",32.1850585,35.538986
"1235","מרגליות ",33.2151339,35.5453855
"1236","מרדה ",32.1142165,35.195851
"1237","מרום גולן ",33.1330285,35.7763995
"1238","מרחב עם ",30.88742,34.8282805
"1239","מרחביה (מושב) ",32.6046995,35.3081
"1240","מרחביה (קיבוץ) ",32.6058495,35.30725
"1241","מרינה ",NA,NA
"1242","מרכז אזורי דרום השרון ",32.1335385,34.910989
"1243","מרכז אזורי מבואות חרמון ",33.0680505,35.5762141
"1244","מרכז אזורי מישגב ",32.859203,35.2599655
"1245","מרכז אזורי מרום גליל ",33.0006505,35.438202
"1246","מרכז אזורי מרום הגליל ",33.0006505,35.438202
"1247","מרכז אזורי משגב ",32.859203,35.2599655
"1248","מרכז הנגב ",30.829987,33.9683001
"1249","מרכז חבר ",32.547712,35.263746
"1250","מרכז ימי קיסריה ",32.492613,34.89315
"1251","מרכז כ”ח ",33.1211775,35.5698626
"1252","מרכז מיר”ב ",32.646312,34.965267
"1253","מרכז קניות ביל”ו ",31.8648919,34.8166232
"1254","מרכז שוהם ",31.9908536,34.941483
"1255","מרכז שפירא ",31.696969,34.7080585
"1256","מרעית ",31.2885145,35.075736
"1257","משאבי שדה ",31.003775,34.7868229
"1258","משגב דב ",31.8194705,34.739651
"1259","משגב עם ",33.247304,35.549423
"1260","משהד ",32.753298,35.3225836
"1261","משואה ",NA,NA
"1262","משואות יצחק ",31.704484,34.690162
"1263","משכיות ",32.3178645,35.502754
"1264","משמר איילון ",31.8721324,34.9445185
"1265","משמר דוד ",31.8223665,34.9010999
"1266","משמר הירדן ",33.0050745,35.5997525
"1267","משמר הנגב ",31.364078,34.717917
"1268","משמר העמק ",32.6097176,35.1418074
"1269","משמר השבעה ",32.009402,34.824863
"1270","משמר השרון ",32.3570245,34.9043595
"1271","משמרות ",32.4880031,34.9849875
"1272","משמרת ",32.227112,34.920827
"1273","משען ",31.6561331,34.6253065
"1274","מתחם בני דרום ",31.82118,34.6924049
"1275","מתחם פי גלילות ",32.137941,34.804273
"1276","מתחם צומת שוקת ",31.3071363,34.90098
"1277","מתן ",32.1578236,34.9724055
"1278","מתת ",33.0403725,35.3576599
"1279","מתתיהו ",31.9271565,35.0307805
"1280","נאות גולן ",32.7862969,35.690951
"1281","נאות הכיכר ",30.9341985,35.3775974
"1282","נאות מרדכי ",33.15942,35.597509
"1283","נאות סמדר ",30.0503765,35.0337285
"1284","נאעורה ",32.614472,35.3916555
"1285","נאקורה ",32.2653345,35.198634
"1286","נבטים ",31.2237525,34.8808699
"1287","נבי סאלח ",32.0162185,35.12453
"1288","נבי סמואל ",31.8330235,35.180546
"1289","נגבה ",31.661213,34.682415
"1290","נגוהות ",31.494749,34.97744
"1291","נהורה ",31.6242025,34.707256
"1292","נהלל ",32.6916755,35.198956
"1293","נהריה ",33.0154355,35.1367736
"1294","נוב ",32.8325175,35.7833184
"1295","נובא ",31.6073825,35.03913
"1296","נוגה ",31.6242929,34.6943355
"1297","נווה ",31.1610394,34.3280725
"1298","נווה אבות ",NA,NA
"1299","נווה אור ",32.5879536,35.5538404
"1300","נווה אטי""ב ",33.2626711,35.7420415
"1301","נווה אילן ",31.808367,35.080866
"1302","נווה איתן ",32.491369,35.5326065
"1303","נווה אפעל ",32.0472355,34.835859
"1304","נווה דניאל ",31.6774965,35.1437494
"1305","נווה הרצוג ",31.8233,34.687861
"1306","נווה זוהר ",31.15264,35.3650225
"1307","נווה זיו ",33.027252,35.184838
"1308","נווה חריף ",30.0380175,35.0375795
"1309","נווה ים ",32.6790704,34.9313865
"1310","נווה ימין ",32.170906,34.940096
"1311","נווה יער ",32.7072185,35.179287
"1312","נווה ירק ",32.1323245,34.924612
"1313","נווה מבטח ",31.804946,34.741747
"1314","נווה מיכאל ",31.673319,35.005866
"1315","נווה מיכאל - רוגלית ",31.6727535,35.003668
"1316","נווה שלום ",31.8177324,34.9787761
"1317","נועימה ",31.8825285,35.459793
"1318","נועימה מחנה פליטים ",31.8825285,35.459793
"1319","נועם ",31.567545,34.78867
"1320","נוף איילון ",31.8686229,34.9885929
"1321","נוף הגליל ",32.7252,35.349714
"1322","נופי פרת ",31.8235185,35.319875
"1323","נופים ",NA,NA
"1324","נופית ",32.759421,35.144937
"1325","נופך ",32.0431125,34.9203535
"1326","נוקדים ",31.646125,35.2511805
"1327","נורדיה ",32.3149301,34.8960815
"1328","נורית ",32.5418949,35.3557231
"1329","נזלה א שרקיה ",32.4110085,35.105475
"1330","נזלת זיד ",32.4623875,35.175031
"1331","נזלת עיסא ",32.4148316,35.05986
"1332","נח”ל אלישע ",31.8738715,35.477965
"1333","נחאלין ",31.6856075,35.120362
"1334","נחושה ",31.6278261,34.9537935
"1335","נחל עוז ",31.4723415,34.497926
"1336","נחלה ",31.6585819,34.7945885
"1337","נחליאל ",32.4444315,34.927338
"1338","נחלים ",32.0583085,34.9110055
"1339","נחם ",31.767209,35.003968
"1340","נחף ",32.9351165,35.3169566
"1341","נחשולים ",32.616702,34.9198625
"1342","נחשון ",31.8310375,34.9542719
"1343","נחשונים ",32.0656344,34.9552517
"1344","נטועה ",33.0649715,35.3229934
"1345","נטור ",32.8535895,35.7523995
"1346","נטע ",31.4776453,34.9263696
"1347","נטעים ",31.9448125,34.7734194
"1348","נטף ",31.833001,35.0680665
"1349","ניל""י ",31.9626236,35.0480745
"1350","נין ",32.63478,35.3526654
"1351","ניעלין ",31.9468425,35.021461
"1352","ניצן ",31.739369,34.631012
"1353","ניצן ב' ",31.736731,34.6362015
"1354","ניצנה ",30.8854434,34.4220775
"1355","ניצנה כפר נוער ",30.8864847,34.4215222
"1356","ניצני סיני ",30.903967,34.3974601
"1357","ניצני עוז ",32.3061439,35.003506
"1358","ניצנים ",31.7170384,34.634534
"1359","ניר אליהו ",32.1972309,34.9485296
"1360","ניר בנים ",31.672068,34.754475
"1361","ניר גלים ",31.825094,34.6842496
"1362","ניר דוד ",32.503684,35.4575585
"1363","ניר ח""ן ",31.6089264,34.7149321
"1364","ניר יפה ",32.5698615,35.2441356
"1365","ניר יצחק ",31.2369481,34.358141
"1366","ניר ישראל ",31.688192,34.6354599
"1367","ניר משה ",31.477491,34.6304475
"1368","ניר עוז ",31.312319,34.4019695
"1369","ניר עם ",31.5202415,34.5771634
"1370","ניר עציון ",32.6980295,34.992115
"1371","ניר עקיבא ",31.470337,34.649873
"1372","ניר צבי ",31.9530399,34.8611565
"1373","נירים ",31.3350285,34.395472
"1374","נירית ",32.1457201,34.9842675
"1375","נירן ",NA,NA
"1376","נמרוד ",33.244941,35.7514855
"1377","נס הרים ",31.7438754,35.0581699
"1378","נס עמים ",32.965777,35.120825
"1379","נס ציונה ",31.9206812,34.789831
"1380","נעורה ",32.614472,35.3916555
"1381","נעורים ",NA,NA
"1382","נעלה ",31.9627764,35.064501
"1383","נעמי ",NA,NA
"1384","נען ",31.884339,34.8583524
"1385","נצאצרה ",31.2470325,35.032332
"1386","נצר חזני ",31.819461,34.8628011
"1387","נצר סרני ",31.921062,34.8222885
"1388","נצרת ",32.714179,35.2898175
"1389","נצרת עילית ",32.7252,35.349714
"1390","נשר ",32.766861,35.0420564
"1391","נתיב הגדוד ",31.9886349,35.4463625
"1392","נתיב הל""ה ",31.6879955,34.9816795
"1393","נתיב העשרה ",31.5717829,34.5394674
"1394","נתיב השיירה ",32.9938661,35.1349995
"1395","נתיבות ",31.4251425,34.5815646
"1396","נתניה ",32.3047284,34.860388
"1397","נתניה - מזרח ",32.3047284,34.860388
"1398","נתניה - מערב ",32.3047284,34.860388
"1399","סאג'ור ",32.9392365,35.342678
"1400","סאוויה ",32.0851645,35.256761
"1401","סאלם ",32.5446735,35.198599
"1402","סאסא ",33.027665,35.3944125
"1403","סביון ",32.04517,34.878415
"1404","סבסטיה ",32.2782405,35.198633
"1405","סגולה ",31.6701326,34.7800125
"1406","סואעד ",32.7669035,35.168324
"1407","סואעד חמירה ",32.7669245,35.168158
"1408","סובא ",31.5433216,34.992174
"1409","סולם ",32.6078275,35.3430585
"1410","סולם שונם ",32.6078275,35.3430585
"1411","סוסיה ",31.3912906,35.1143225
"1412","סופה ",31.235935,34.3407275
"1413","סורדה ",31.9417515,35.20318
"1414","סוריף ",31.6495515,35.064712
"1415","סח'נין ",32.8593239,35.3092804
"1416","סיט ",NA,NA
"1417","סילואד ",31.9793895,35.261865
"1418","סילת אל ח’רית’יה ",32.5097625,35.227447
"1419","סימיא ",31.4216285,35.033465
"1420","סינג’יל ",31.9793895,35.261865
"1421","סינמה סיטי גלילות ",32.1463519,34.8040703
"1422","סיעיר ",31.5824545,35.143776
"1423","סלמה ",32.892033,35.362631
"1424","סלעית ",32.2424075,35.0488201
"1425","סלפית ",32.0850935,35.180832
"1426","סמוע ",31.3986096,35.065288
"1427","סמר ",29.831908,35.022771
"1428","סניריא ",32.1291665,35.047442
"1429","סנסנה ",31.3635235,34.901895
"1430","סעד ",31.470519,34.5355975
"1431","סעייה-מולדה ",31.2610705,34.975564
"1432","סער ",33.0293455,35.110015
"1433","ספא ",NA,NA
"1434","ספארין ",32.2617755,35.110757
"1435","ספיר ",30.613609,35.184377
"1436","ספסופה - כפר חושן ",33.0106885,35.438397
"1437","סרה ",32.2104795,35.190414
"1438","סרטא ",32.1033345,35.091838
"1439","סרכיס ",32.8061945,35.144518
"1440","סתריה ",31.890449,34.8436625
"1441","ע'ג'ר ",33.269621,35.631424
"1442","עאבוד ",32.0165385,35.068807
"1443","עאטוף ",32.2636175,35.437368
"1444","עאנין ",32.5017095,35.16621
"1445","עבדאללה איברהים ",31.6649555,35.166735
"1446","עבדה ",31.4665226,35.011177
"1447","עבדון ",33.0478246,35.1782645
"1448","עבווין ",NA,NA
"1449","עברון ",32.991333,35.1008106
"1450","עג’ול ",32.0230355,35.180439
"1451","עגור ",31.6976495,34.9118265
"1452","עד הלום ",31.7508697,34.5995159
"1453","עדי ",32.7828161,35.1740971
"1454","עדנים ",32.1390985,34.906199
"1455","עובידייה ",31.7238295,35.291821
"1456","עוג’א אתחתא ",31.9480645,35.471164
"1457","עווד ",31.5124355,35.011952
"1458","עוורתא ",NA,NA
"1459","עוזה ",31.5935736,34.764505
"1460","עוזיז ",31.4293065,35.081549
"1461","עוזייר ",32.792857,35.3298825
"1462","עוטף עזה 216 ",31.4894389,34.4095857
"1463","עולש ",32.333046,34.9849331
"1464","עומר ",31.2744479,34.8590592
"1465","עוסארין ",32.1249285,35.309237
"1466","עופר ",32.622139,34.981089
"1467","עופרים ",32.0182245,35.043034
"1468","עוצם ",31.639199,34.7047254
"1469","עוקבי ",31.2832105,34.930794
"1470","עוריף ",32.1587015,35.224177
"1471","עזאזמה ",31.0986875,34.836807
"1472","עזאזמה דרומית לרמת חובב ",31.0986875,34.836807
"1473","עזאזמה דרומית לשגב שלום ",31.1621495,34.820191
"1474","עזאזמה מזרחית לרמת חובב ",31.1308895,34.817161
"1475","עזוז ",30.792373,34.4727055
"1476","עזון ",32.1771005,35.055957
"1477","עזון עתמה ",32.1236665,35.018481
"1478","עזמוט ",32.2244195,35.309351
"1479","עזר ",31.7365045,34.6707074
"1480","עזריאל ",32.2615839,34.9701744
"1481","עזריה ",31.890195,34.9071711
"1482","עזריקם ",31.7498831,34.696152
"1483","עטארה ליד ביר זית ",32.0020795,35.206358
"1484","עטרת ",32.0009865,35.1779365
"1485","עידן ",30.8061335,35.3007086
"1486","עיזרייה ",31.7691345,35.271533
"1487","עיילבון ",32.842315,35.400515
"1488","עיינות ",31.9157995,34.768097
"1489","עילוט ",32.7204481,35.2634865
"1490","עילת עלי ",31.6769715,35.22177
"1491","עין א סולטאן מחנה פליטים ",31.8795465,35.447437
"1492","עין איוב ",31.9478315,35.095236
"1493","עין איילה ",32.628625,34.9432685
"1494","עין אל-אסד ",32.940309,35.4016665
"1495","עין אל-סהלה ",32.4914805,35.117506
"1496","עין אל מטווי ",32.0825735,35.133017
"1497","עין בוקק ",31.2001555,35.362522
"1498","עין גב ",32.783385,35.6383561
"1499","עין גדי ",31.4526095,35.3846921
"1500","עין דור ",32.6570405,35.417631
"1501","עין הבשור ",31.2814176,34.4424311
"1502","עין הוד ",32.6995071,34.9821209
"1503","עין החורש ",32.3864185,34.9393695
"1504","עין המפרץ ",32.903273,35.0974595
"1505","עין הנצי""ב ",32.4699205,35.502296
"1506","עין העמק ",32.628988,35.0849255
"1507","עין השופט ",32.5939786,35.1019244
"1508","עין השלושה ",31.3509035,34.4029385
"1509","עין ורד ",32.2640975,34.934946
"1510","עין זיוון ",33.0964391,35.7957564
"1511","עין חוד ",32.6915505,34.999556
"1512","עין חצבה ",30.797866,35.2455085
"1513","עין חרוד (איחוד) ",32.5657365,35.3916084
"1514","עין חרוד (מאוחד) ",32.557856,35.391689
"1515","עין יאנון ",32.1535115,35.367206
"1516","עין יברוד ",31.9532585,35.249852
"1517","עין יהב ",30.6551225,35.2362199
"1518","עין יעקב ",33.0102365,35.2291919
"1519","עין כמונים ",32.9198125,35.431325
"1520","עין כרמל ",32.675373,34.9548701
"1521","עין מאהל ",32.7182,35.3567744
"1522","עין מע’ר ",32.0584745,35.34674
"1523","עין נקובא ",31.7937091,35.120836
"1524","עין סיניא ",31.9722385,35.227966
"1525","עין עירון ",32.4844365,35.0095294
"1526","עין עריכ ",31.9072665,35.14305
"1527","עין צורים ",31.6957701,34.7182281
"1528","עין קיניא ",33.2366797,35.7313062
"1529","עין קנייא ",33.2366797,35.7313062
"1530","עין ראפה ",31.7906344,35.113226
"1531","עין שמר ",32.462106,35.0065911
"1532","עין שריד ",32.2734114,34.935973
"1533","עין תמר ",30.943102,35.3708605
"1534","עינאבוס ",32.1459395,35.242889
"1535","עינבר ",32.9097475,35.423727
"1536","עינת ",32.0797105,34.9394815
"1537","עיר אובות ",30.8097619,35.245412
"1538","עיראק בורין ",32.2024085,35.239118
"1539","עכו ",32.916975,35.0880969
"1540","עכו - אזור תעשייה ",32.916975,35.0880969
"1541","עלומים ",31.4522919,34.5126546
"1542","עלי ",32.0711699,35.2687815
"1543","עלי זהב ",32.0723705,35.0642616
"1544","עלמה ",33.0503365,35.4994659
"1545","עלמון ",31.828431,35.2943875
"1546","עמוקה ",32.9980295,35.5248074
"1547","עמוריה ",31.3791312,34.735355
"1548","עמינדב ",31.751761,35.140868
"1549","עמיעד ",32.9283065,35.540727
"1550","עמיעוז ",31.2483075,34.4120905
"1551","עמיקם ",32.5629311,35.0204835
"1552","עמיר ",33.1778901,35.6207559
"1553","עמנואל ",32.1585666,35.1422255
"1554","עמק הירדן 11 ",32.0638782,34.846286
"1555","עמקה ",32.9801254,35.162118
"1556","ענאב אל כביר ",31.3953515,34.927618
"1557","ענאתא ",31.8112005,35.259602
"1558","ענב ",32.2853929,35.1267665
"1559","עסירה אל קיבליה ",32.1782125,35.211919
"1560","עסכר ",32.2145605,35.303685
"1561","עספיא ",32.7183395,35.0633676
"1562","עפולה ",32.607609,35.3106015
"1563","עפרה ",31.9533086,35.2620901
"1564","עץ אפרים ",32.1166985,35.0463491
"1565","עצמון שגב ",32.8656095,35.2530475
"1566","עקאבת ג’בר מחנה פליטים ",31.8420475,35.445564
"1567","עקרבה ",32.1275855,35.342735
"1568","עראבה ",32.8556495,35.3404015
"1569","עראבה ליד ג’נין ",32.4032755,35.205914
"1570","עראמשה ",33.088863,35.2251645
"1571","ערב א שמעה ",31.6546195,35.178852
"1572","ערב אזונר ",32.8704565,35.368934
"1573","ערב אל גנאדי ",32.7604475,35.178547
"1574","ערב אל נעים ",32.8880725,35.290128
"1575","ערב אל סגיראת ",32.8004155,35.188569
"1576","ערב אל סמניה ",32.8011555,35.193919
"1577","ערב אל עיסאת ",32.7066695,35.253379
"1578","ערב אל עראמשה ",33.088863,35.2251645
"1579","ערב אל פמאז ",32.6894105,35.324004
"1580","ערד ",31.2463784,35.1854359
"1581","ערוגות ",31.7341745,34.7724655
"1582","ערוער - ערערה בנגב ",31.1576349,35.0179745
"1583","ערורה ",32.0407085,35.173878
"1584","ערערה-בנגב ",31.1576349,35.0179745
"1585","ערערה ",32.5014405,35.0931265
"1586","ערקה ",32.4714136,35.199766
"1587","עשרת ",31.8241704,34.7470224
"1588","עתלית ",32.6958085,34.9465515
"1589","עתניאל ",31.43886,35.0311099
"1590","פארן ",30.3626064,35.154859
"1591","פארעה אל ג’פתלכ ",32.1436505,35.49702
"1592","פארק צרעה ",31.761916,34.9738314
"1593","פארק תעשיות פלמחים ",31.934509,34.718443
"1594","פארק תעשייה ראם ",31.7905415,34.7528642
"1595","פדואל ",32.0617199,35.051626
"1596","פדויים ",31.3266434,34.610545
"1597","פדיה ",31.8573,34.882367
"1598","פוקיקיס ",31.490128,34.9933688
"1599","פוריה - כפר עבודה ",32.7195801,35.5470385
"1600","פוריה - נווה עובד ",32.7432095,35.536594
"1601","פוריה עילית ",32.7296485,35.5455756
"1602","פוריידיס ",32.597354,34.948224
"1603","פורת ",32.2760995,34.9494485
"1604","פזורה לקיה ",31.324195,34.8699774
"1605","פטיש ",31.3265802,34.5591226
"1606","פיראסין ",32.4251113,35.1087112
"1607","פלאמה ",32.2247805,35.022404
"1608","פלך ",32.933693,35.2334619
"1609","פלמחים ",31.933804,34.7060765
"1610","פני חבר ",31.4871315,35.1653275
"1611","פנימיית עין כרם ",31.7671312,35.1619863
"1612","פסאיל ",32.0253975,35.444264
"1613","פסגות ",31.8999835,35.223923
"1614","פסוטה ",33.0527571,35.3067435
"1615","פעמי תש""ז ",31.4389275,34.6925391
"1616","פצאל ",32.0443941,35.442084
"1617","פקיעין ",32.976773,35.323924
"1618","פקיעין חדשה ",32.9841149,35.3216775
"1619","פרדס חנה-כרכור ",32.47489,34.9782499
"1620","פרדס חנה ",32.47489,34.9782499
"1621","פרדסיה ",32.3079525,34.909346
"1622","פרוד ",32.9316405,35.4335105
"1623","פרוש בית דג’ן ",32.1952773,35.4473388
"1624","פרזון ",32.5447335,35.3112965
"1625","פרח’ה ",32.0687425,35.150876
"1626","פרי גן ",31.221188,34.3556376
"1627","פרעון ",32.2854795,35.021481
"1628","פרעתה ",32.1897605,35.166617
"1629","פתח תקווה ",32.09079,34.8871855
"1630","פתחיה ",31.868493,34.8839354
"1631","צאלים ",31.203217,34.534258
"1632","צביה ",32.8893995,35.3314
"1633","צבעון ",33.0269645,35.41742
"1634","צובה ",31.783538,35.1187709
"1635","צוחר ",31.2351375,34.426986
"1636","צוחר ואוהד ",NA,NA
"1637","צופיה ",31.877958,34.7306943
"1638","צופים ",32.1981344,35.010141
"1639","צופין ",32.1981344,35.010141
"1640","צופית ",32.1925615,34.922165
"1641","צופר ",30.5600055,35.181075
"1642","צוקי ים ",32.3610676,34.8599055
"1643","צוקים ",30.490597,35.166329
"1644","צור הדסה ",31.7166329,35.09407
"1645","צור יגאל ",32.2201335,34.9950665
"1646","צור יצחק ",32.2410095,34.9979679
"1647","צור משה ",32.2957995,34.9133309
"1648","צור נתן ",32.2404895,35.0124589
"1649","צוריאל ",33.0071365,35.314606
"1650","צורית ",32.904188,35.250845
"1651","צורן ",32.28232,34.921187
"1652","ציפורי ",32.7444796,35.278369
"1653","צלפון ",31.8048009,34.9307385
"1654","צנדלה ",32.523028,35.32288
"1655","צפריה ",32.003126,34.8554411
"1656","צפרירים ",31.660294,34.9424186
"1657","צפת ",32.958094,35.496487
"1658","צרופה ",32.648887,34.945574
"1659","צריפין ",31.9573275,34.840566
"1660","צרעה ",31.7618814,34.9697485
"1661","קבועה ",31.2250865,35.214754
"1662","קבוצת גבע ",32.566335,35.3733486
"1663","קבוצת יבנה ",31.816119,34.719815
"1664","קבלאן ",32.1018195,35.287729
"1665","קדומים ",32.2180506,35.161528
"1666","קדימה-צורן ",32.28232,34.921187
"1667","קדימה ",32.28232,34.921187
"1668","קדיתא ",33.0059535,35.468309
"1669","קדמה ",31.7011953,34.7747216
"1670","קדמת צבי ",33.030075,35.6978959
"1671","קדר ",31.7506345,35.3077616
"1672","קדרון ",31.8143475,34.7954529
"1673","קדרים ",32.8965689,35.4735214
"1674","קובסי ",32.9422275,35.299433
"1675","קודייראת א צאנה ",31.2931065,35.10564
"1676","קוואעין ",31.3233025,35.026031
"1677","קוזה ",32.1383905,35.253164
"1678","קוממיות ",31.6627675,34.7301505
"1679","קוסין ",32.2389815,35.184083
"1680","קוסרה ",32.0845745,35.330037
"1681","קורנית ",32.843647,35.2523315
"1682","קטורה ",29.9691415,35.061034
"1683","קיבוץ דן ",33.239794,35.6540716
"1684","קיביא ",31.9786805,35.012721
"1685","קילקיס ",31.4936845,35.092627
"1686","קיסריה ",32.496276,34.9199935
"1687","קירה ",NA,NA
"1688","קלחים ",31.450237,34.676825
"1689","קליה ",31.7510134,35.466779
"1690","קלנדיה ",31.8615965,35.207914
"1691","קלנסווה ",32.292594,34.9782225
"1692","קלע ",33.131223,35.6868805
"1693","קלקיליה ",32.1960145,34.981513
"1694","קסר א סיר ",31.0833285,34.979579
"1695","קפין ",32.4333775,35.0843
"1696","קציעות ",30.8723125,34.467412
"1697","קציר ",32.4843709,35.106577
"1698","קציר חריש ",32.4610003,35.0567529
"1699","קצר-א-סיר ",31.0833285,34.979579
"1700","קצר-א-סיר והפזורה ",31.0833285,34.979579
"1701","קצרין ",32.994181,35.6954075
"1702","קראות בני זיד ",32.0525385,35.125431
"1703","קראות בני חסן ",32.1285045,35.099378
"1704","קריות ",32.8416665,35.071389
"1705","קריית אונו ",32.051768,34.8566409
"1706","קריית אתא ",32.7991306,35.1028235
"1707","קריית ביאליק ",32.8426381,35.0939164
"1708","קריית גת ",31.6095861,34.7769395
"1709","קריית חינוך מרחבים ",31.3165805,34.578694
"1710","קריית טבעון-בית זייד ",32.7023609,35.131828
"1711","קריית ים ",32.8482189,35.0728375
"1712","קריית יערים ",31.8054461,35.09931
"1713","קריית מוצקין ",32.8417945,35.0819335
"1714","קריית מלאכי ",31.7306836,34.7522994
"1715","קריית ענבים ",31.8090964,35.1207425
"1716","קריית עקרון ",31.8616715,34.8197865
"1717","קריית שמונה ",33.2110794,35.5762589
"1718","קרית אונו ",32.051768,34.8566409
"1719","קרית ארבע ",31.524928,35.134732
"1720","קרית אתא ",32.7991306,35.1028235
"1721","קרית ביאליק ",32.8426381,35.0939164
"1722","קרית גת ",31.6095861,34.7769395
"1723","קרית חיים ",32.8340981,35.0667691
"1724","קרית חינוך מרחבים ",31.3165805,34.578694
"1725","קרית חינוך שדות נגב ",31.4310279,34.5906993
"1726","קרית טבעון ",32.7142445,35.1253606
"1727","קרית ים ",32.8482189,35.0728375
"1728","קרית יערים ",31.8054461,35.09931
"1729","קרית מוצקין ",32.8417945,35.0819335
"1730","קרית מלאכי ",31.7306836,34.7522994
"1731","קרית נטפים ",32.116988,35.1124035
"1732","קרית ענבים ",31.8090964,35.1207425
"1733","קרית עקרון ",31.8616715,34.8197865
"1734","קרית שלמה ",32.2342394,34.8533295
"1735","קרית שמואל ",32.8403905,35.073807
"1736","קרית שמונה ",33.2110795,35.5762589
"1737","קרנב אבו סלב ",31.0283755,35.050723
"1738","קרני שומרון ",32.1707625,35.1053194
"1739","קשכר נבארי ",31.2976245,35.118316
"1740","קשת ",32.9791,35.8087065
"1741","ראבוד ",31.4313815,35.021854
"1742","ראם תשלובת חקלאית ",30.979013,34.72362
"1743","ראמה ",32.933685,35.372975
"1744","ראמין ",32.2846815,35.14862
"1745","ראס אל-עין ",32.915618,35.3729765
"1746","ראס כרכר ",31.9426935,35.103905
"1747","ראס סניסיל ",31.6914505,35.265172
"1748","ראס עלי ",32.7719585,35.156188
"1749","ראפאת ליד גבעת זאב ",31.8701815,35.192568
"1750","ראפאת ליד סמוע ",31.3863315,35.061404
"1751","ראפאת ליד פדואל ",32.0786855,35.045287
"1752","ראש הנקרה ",33.086191,35.1156505
"1753","ראש העין ",32.084626,34.9659715
"1754","ראש פינה ",32.9923749,35.5581355
"1755","ראש צורים ",31.6683276,35.1247681
"1756","ראשון לציון ",31.975126,34.7783868
"1757","ראשון לציון - מזרח ",31.975126,34.7783868
"1758","ראשון לציון - מערב ",31.975126,34.7783868
"1759","רבבה ",32.118986,35.1284665
"1760","רבדים ",31.7718645,34.8143065
"1761","רביבים ",31.044355,34.7209294
"1762","רביד ",32.851165,35.4625945
"1763","רגבה ",32.976326,35.0998484
"1764","רגבים ",32.5224645,35.0342945
"1765","רהט ",31.3881151,34.7506795
"1766","רהט והפזורה ",31.3881151,34.7506795
"1767","רוג’ייב ",32.1916275,35.291606
"1768","רוג’ם אום ח’יר ",31.4244755,35.196438
"1769","רוגלית ",31.6727535,35.003668
"1770","רווחה ",31.6491384,34.733272
"1771","רוויה ",32.4488355,35.4735335
"1772","רוח במדבר ",30.9815345,34.733883
"1773","רוחמה ",31.49733,34.7050949
"1774","רומאנה ",32.7877156,35.311368
"1775","רומאנה ממזרח לאום אל פחם ",32.5268915,35.208114
"1776","רומיחאת ",32.7699275,35.121611
"1777","רומת היב ",32.778279,35.3048614
"1778","רועי ",32.8706875,35.419893
"1779","רוקעה ",31.4618115,35.113605
"1780","רותם ",32.3365995,35.518576
"1781","רח’מה ",31.0110476,34.9492791
"1782","רחוב ",32.4509745,35.4891885
"1783","רחובות ",31.893397,34.806349
"1784","רחלים ",32.1024595,35.257756
"1785","רטורנו - גבעת שמש ",31.7741885,34.95055
"1786","ריחאנייה ",33.0499625,35.4869756
"1787","ריחן ",32.4687845,35.1349229
"1788","ריינה ",32.7292385,35.305657
"1789","רימונים ",31.9353815,35.340494
"1790","רינתיה ",32.0448175,34.9282085
"1791","רכסים ",32.749656,35.1080119
"1792","רם-און ",32.5269331,35.2608819
"1793","רמאללה ",31.9073508,35.205882
"1794","רמון ",30.6108887,34.8009348
"1795","רמות ",31.2733476,34.81132
"1796","רמות השבים ",32.161304,34.8787214
"1797","רמות מאיר ",31.8736261,34.8580475
"1798","רמות מנשה ",32.596922,35.057061
"1799","רמות נפתלי ",33.104339,35.5530306
"1800","רמלה ",31.925878,34.8687075
"1801","רמת אפעל ",32.0472355,34.835859
"1802","רמת גן ",32.0717999,34.8263035
"1803","רמת גן - מזרח ",32.0717999,34.8263035
"1804","רמת גן - מערב ",32.0717999,34.8263035
"1805","רמת דוד ",32.6781214,35.2031079
"1806","רמת הכובש ",32.2173385,34.938611
"1807","רמת הנדיב ",32.547972,34.8742092
"1808","רמת השופט ",32.6122165,35.0959071
"1809","רמת השרון ",32.1353895,34.831881
"1810","רמת חובב ",31.1346905,34.7892684
"1811","רמת יוחנן ",32.7921545,35.122295
"1812","רמת ישי ",32.7061594,35.1687169
"1813","רמת מגשימים ",32.845356,35.807777
"1814","רמת צבי ",32.5925854,35.4122204
"1815","רמת רזיאל ",31.7735359,35.073783
"1816","רמת רחל ",31.7403486,35.2202885
"1817","רנן ",31.337221,34.601846
"1818","רנתיס ",32.0299725,35.018973
"1819","רעים ",31.3852205,34.460259
"1820","רעננה ",32.1896376,34.8633049
"1821","רפידא ",31.6676326,35.226739
